Número de resolución,Criterios aplicables,Año,Categoría,Materia,Empresa denunciada,Medios probatoriosCargo,Medios probatorios Descargo,Cuestiones,Normativa sectorial aplicada,Normativa específica,Otras normas,Multas,Medidas correctivas,Configuración del Tribunal,Decisión
1910-2006/TDC.INDECOPI,"debe señalarse que la pérdida del equipaje de un pasajerodurante un viaje en ómnibus constituye un riesgo típico de la actividad realizadapor la denunciada como proveedor del servicio de transporte terrestre. Ello, sedebe a que la obligación de transportar pasajeros impone además un deber decustodia del equipaje transportado por la empresa de transporte hasta que le seaentregado al usuario.la Resolución N° 00093-2006/INDECOPI-LAM ha establecido que eldeber de custodia que recae en las empresas de transporte incluye justamenteevitar la pérdida, extravío o robo del equipaje que transportan. En tal sentido, unconsumidor razonable, al contratar un servicio de transporte terrestre, esperaríaque su equipaje sea transportado en forma adecuada, diligente y segura aldestino correspondiente, de forma tal que le sea devuelto al final del viaje y enlas mismas condiciones en que le fue entregado, según el deber de custodia quele asiste.que si bien la denunciada manifestó que elequipaje fue enviado a la bodega del ómnibus por voluntad de la denunciante yconsciente de que se encontraba a bordo de un ómnibus de ruta, ello no justificaque el equipaje haya sido extraviado. el que la pérdida del equipaje sehaya producido como consecuencia de viajar en un servicio de ruta no exime a laempresa de transportes de la responsabilidad administrativa objetiva.Todo consumidor que contrata los servicios de transporte interprovincial depasajeros esperaría que su equipaje le sea entregado en el lugar de destino, elmismo que se indica en el boleto de viaje entregado al pasajero. la empresa extravió el equipaje de la denunciantedurante la prestación del servicio de transporte, hecho que constituye una faltade idoneidad en la prestación del servicio así como el incumpliendo del deber decustodia que le asiste.",2006,Pérdida de equipaje,Idoneidad del servicio,Expreso Cial S.A.C. (Expreso Cial),0,0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI Res. 093-2006/INDECOPI-LAM Res. 0158-2003/TDC-INDECOPI",Ley de Aeronaútica Civil del Perú Ley No. 27444 Ley del Procedimiento Administrativo General,"0,3 UIT Pago de costas y costos","US$505,30",Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
1965-2006/TDC.INDECOPI,"En la entrega de encomiendas, resulta un riesgo previsible el extravío, robo,deterioro y sustracción de los bienes que las conforman y, ante estos hechos, es elproveedor de los servicios, obligado a trasladar los bienes de manera segura a sudestinatario de acuerdo con las condiciones en las que éste se pactó, quien está enmejor posición para tomar medidas razonables destinadas a evitar que seproduzcan hechos de esta naturaleza.",2006,Pérdida de equipaje,Idoneidad del servicio,Móvil Tours S.A. (Movil Tours),0,Boleta de Venta NRO. 022647,"CASO FORTUITO, FUERZA MAYOR",0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Código Civil,"0,5 UIT Pago de costas y costos",S/.150.00,Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
1972-2006/TDC.INDECOPI,"El artículo 8 de la Ley de Protección al Consumidor de responsabilidad administrativa objetiva conforme al cual los proveedoresson responsables por la calidad e idoneidad de los servicios que ofrecen enel mercado3. Ello no impone al proveedor el deber de brindar unadeterminada calidad de servicios a los consumidores, sino simplemente el deber de prestarlos en las condiciones ofrecidas y acordadas, expresa oimplícitamente.la responsabilidad administrativa en la prestación de servicios de transporte es objetiva, por loque la denunciada sólo podría eximirse de responsabilidad si acreditara queexistió un hecho o una conducta distinta a la suya que determinó que noentregase al denunciante la mencionada encomienda.Como se ha señalado líneas arriba, los supuestos de caso fortuito y defuerza mayor constituyen circunstancias que eximen de responsabilidad alproveedor por los defectos que se puedan presentar en la prestación debienes o servicios, los cuales son definidos por el artículo 1315 del CódigoCivil.el Código Civil no distingue entre los supuestos decaso fortuito o fuerza mayor, requiriéndose en ambos casos acreditar laexistencia de eventos extraordinarios, imprevisibles e irresistibles y que, porlo tanto, no pueden ser controlados por el obligado a ejecutar unaprestación.el punto de partidapara demostrar la existencia de una causa que exima de responsabilidad aun proveedor es la probanza de un evento determinado que tiene unacaracterística de exterioridad respecto a él.En la entrega de encomiendas, resulta un riesgo previsible el extravío,deterioro y sustracción de los bienes que las conforman y, ante estoshechos, es el proveedor de los servicios, obligado a trasladar los bienes demanera segura a su destinatario de acuerdo con las condiciones en las queéste se pactó, quien está en mejor posición para tomar medidas razonablesdestinadas a evitar que se produzcan hechos de esta naturaleza.En el presente caso, la denunciada no ha cumplido con demostrar que laencomienda del consumidor le fue entregada, tal como acordaron alcelebrar el contrato de transporte de carga. En consecuencia, la denunciada no cumplió con la prestación a su cargo, en la medida que no entregó laencomienda a su verdadero destinatario.La denunciada pudo haber adoptado medidas de seguridad más eficacespara garantizar la entrega de las encomiendas que tiene bajo su custodia,evitando de esta manera hechos como los que han sido materia dedenuncia. La denunciada está en mejor posición que el clientepara reducir y prevenir los riesgos propios de la entrega de paquetes yencomiendas, especialmente si conoce que en el mercado se producenrobos por medio de la falsificación de documentos de identidad.Las circunstancias descritas ponen en evidencia la existencia de un defectoen la prestación del servicio.",2006,Pérdida de equipaje,Idoneidad del servicio,ExpresoWari S.A.C. (Expreso Wari),FLETE,0,"CASO FORTUITO, FUERZA MAYOR","DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,Reglamento General de Ferrocarriles D. Supremo 012-78-TC Código Civil,"0,5 UIT Pago de costas y costos",S/.400.00,Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
1976-2006/TDC.INDECOPI,"Laresponsabilidad administrativa objetiva conforme al cual los proveedoresson responsables por la calidad e idoneidad de los servicios que ofrecen enel mercado no impone al proveedor el deber de brindar unadeterminada calidad de servicios a los consumidores, sino simplemente eldeber de prestarlos en las condiciones ofrecidas y acordadas, expresa oimplícitamente.En la entrega de encomiendas, resulta un riesgo previsible el extravío,deterioro y sustracción de los bienes que las conforman y, ante estoshechos, es el proveedor de los servicios, obligado a trasladar los bienes demanera segura a su destinatario de acuerdo con las condiciones en las queéste se pactó, quien está en mejor posición para tomar medidas razonablesdestinadas a evitar que se produzcan hechos de esta naturaleza.En consecuencia, la denunciada nocumplió con la prestación a su cargo, en la medida que no entregó laencomienda a su destinatario. La denunciada pudo haber adoptado medidasde seguridad más eficaces para garantizar la entrega de las encomiendasque tiene bajo su custodia, evitando de esta manera hechos como los quehan sido materia de denuncia. Ello por cuanto la denunciada está en mejorposición que el cliente para reducir y prevenir los riesgos propios de laentrega de paquetes y encomiendas.Las circunstancias descritas ponen en evidencia la existencia de un defectoen la prestación del servicio.la ausencia de regulación específica queestablezca los criterios para valorar la pérdida de encomiendas remitidasempleando el servicio de transporte terrestre por carretera, hace necesariorecurrir al ordenamiento normativo más próximo a fin de establecer uncriterio de valoración de los bienes extraviados.",2006,Pérdida de equipaje,Idoneidad del servicio,Móvil Tours S.A. (Movil Tours),Notificación Boleta de Venta,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI Res. 099-96-TDC",0,Reglamento Nacional de Ferrocarriles D. Supremo 032-2005-MTC,"0,5 UIT Pago de costas y costos",S/.150.00,Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
1992-2006/TDC.INDECOPI,"la Comisión no sancionala infracción a las normas de transporte o tránsito terrestre, sino lasactividades desarrolladas por las empresas de transporte, en este casoTransportes Diferencial, que contravengan las disposiciones de la Ley deProtección al Consumidor, en la cual se establece que los proveedores sonresponsables por la seguridad, idoneidad y calidad de los productos yservicios que ofrecen.la pérdida del equipaje de unpasajero durante un viaje en ómnibus constituye un riesgo típico de laactividad realizada por la denunciada como proveedor del servicio detransporte terrestre. Ello, se debe a que la obligación de transportarpasajeros impone además un deber de custodia del equipaje transportadopor la empresa de transporte hasta que le sea entregado al usuario.el deber de custodia que recae en las empresas de transporte incluyejustamente evitar la pérdida, extravío o robo del equipaje que transportan. Ental sentido, un consumidor razonable, al contratar un servicio de transporteterrestre, esperaría que su equipaje sea transportado en forma adecuada,diligente y segura al destino correspondiente, de forma tal que le seadevuelto al final del viaje y en las mismas condiciones en que le fueentregado, según el deber de custodia que le asiste.que la pérdida del equipaje se haya producido como consecuencia de viajar enun servicio de ruta2 no exime a la empresa de transportes de laresponsabilidad administrativa objetiva.Todo consumidor que contrata los servicios de transporte interprovincial depasajeros esperaría que su equipaje le sea entregado en el lugar de destino,el mismo que se indica en el boleto de viaje entregado al pasajero. Sinembargo, en el presente caso, la empresa extravió el equipaje del denunciantedurante la prestación del servicio de transporte, hecho que constituyeuna falta de idoneidad en la prestación del servicio así como el incumpliendodel deber de custodia que le asiste.",2006,Pérdida de equipaje,Idoneidad del servicio,Empresa de Transportes Diferencial Asociados S.A. (Transportes Diferencial),Notificación Boleta de Venta-BOLETO DE RUTA,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI Res. 099-96-TDC Res. Res. 0221-1998/TDC-INDECOPI Res. 1123-2006/INDECOPI-LAL Res. 0158-2003/TDC-INDECOPI",0,Reglamento Nacional de Ferrocarriles D. Supremo 032-2005-MTC Código Civil Ley de Aeronaútica Civil del Perú Ley No. 27444 Ley del Procedimiento Administrativo General,1 UIT Pago de costas y costos,"US$365,44",Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
1995-2006/TDC.INDECOPI,"la pérdida del equipaje de unpasajero durante un viaje en ómnibus constituye un riesgo típico de laactividad realizada por la denunciada como proveedor del servicio detransporte terrestre. Ello, se debe a que la obligación de transportar pasajeros impone además un deber de custodia del equipaje transportadopor la empresa de transporte hasta que le sea entregado al usuario.Al respecto, la Resolución N° 1125-2006/INDECOPI-LAL ha establecido queel deber de custodia que recae en las empresas de transporte incluyejustamente evitar la pérdida, extravío o robo del equipaje que transportan. Ental sentido, un consumidor razonable, al contratar un servicio de transporteterrestre, esperaría que su equipaje sea transportado en forma adecuada,diligente y segura al destino correspondiente, de forma tal que le seadevuelto al final del viaje y en las mismas condiciones en que le fueentregado, según el deber de custodia que le asiste.si bien la denunciada manifestóque el equipaje fue enviado a la bodega del ómnibus por voluntad deldenunciante y consciente de que se encontraba a bordo de un ómnibus deruta, ello no justifica que el equipaje haya sido extraviado. En efecto, el quela pérdida del equipaje se haya producido como consecuencia de viajar enun servicio de ruta no exime a la empresa de transportes de laresponsabilidad administrativa objetiva.Todo consumidor que contrata los servicios de transporte interprovincial depasajeros esperaría que su equipaje le sea entregado en el lugar de destino,el mismo que se indica en el boleto de viaje entregado al pasajero. Sinembargo, en el presente caso, la empresa extravió el equipaje del señorMendoza durante la prestación del servicio de transporte, hecho queconstituye una falta de idoneidad en la prestación del servicio así como elincumpliendo del deber de custodia que le asiste.",2006,Pérdida de equipaje,Idoneidad del servicio,Empresa de Transportes Turismo Directo Asegurado S.A.C. (TURISMO Dias),0,Ticket de viaje,0,"Res. Res. 0221-1998/TDC-INDECOPI Res. 1125-2006/INDECOPI-LAL Res. 0158-2003/TDC-INDECOPI DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,Ley de Aeronaútica Civil del Perú,1 UIT,"US$487,45",Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
1996-2006/TDC.INDECOPI,"La causano imputable debe ser entendida como un “evento extraño a la esfera decontrol del obligado” y no como una “causa no atribuible a la culpa deldeudor”, por cuanto existen impedimentos inculpables, que por ser expresiónde un riesgo típico de la actividad comprometida, se consideran imputablesal obligado. Para eximirse de responsabilidad no resultarelevante que la denunciada acredite el cumplimiento de un determinadonivel de diligencia, sino que acredite la existencia de un hecho extraordinarioque interrumpa la sucesión ordinaria de causa a efecto. hurto del objeto de la prestación nosiempre puede ser alegado como eximente de responsabilidad, ya que previamente se debe determinar si éste representa un riesgo típico de laactividad comprometida. tal sería el caso de los contratos de depósito, en los cuales el deudor(depositario), en atención a la naturaleza de la actividad comprometida, seencuentra sometido a un régimen de responsabilidad más estricto, por lo quese le exige tomar mayores previsiones.la pérdida del equipaje de un pasajero durante un viaje enautobús constituye un riesgo típico de la actividad realizada por ladenunciada como proveedor del servicio de transporte terrestre. Loanterior, toda vez que la obligación de transportar pasajeros impone ademásun deber de custodia del equipaje transportado por la empresa de transportehasta que le sea entregado al usuario.el deber de custodia que recae en las empresas de transporte incluyejustamente evitar la pérdida, extravío o robo del equipaje que transportan. Enconsecuencia, el extravío de las maletas no puede ser un eximente deresponsabilidad, por no tratarse de unevento ajeno a la actividad que realiza.Al representar el robo, pérdida oextravío de equipaje un riesgo típico de la prestación de servicios detransporte terrestre, la denunciada estaba en mejor posición que cualquierpersona para prevenirlo y resistirlo.Un consumidor razonable,al contratar un servicio de transporte terrestre, esperaría que su equipaje seatransportado en forma adecuada, diligente y segura al destinocorrespondiente, de forma tal que le sea devuelto al final del viaje y en lasmismas condiciones en que fue entregado, tal como se comprometió laempresa de transporte, según el deber de custodia que le asiste.Así, el hechode que la pérdida del equipaje se haya producido como consecuencia de unrobo no exime a la empresa de transportes de la responsabilidadadministrativa.",2006,Pérdida de equipaje,Idoneidad del servicio,Turismo Dias S.A. (Turismo Dias),0,0,0,"Res. 0158-2003/TDC-INDECOPI Res. 0603-2002/TDC-INDECOPI DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,Ley de Aeronaútica Civil del Perú Código Civil,"0,7 UIT Pago de costas y costos","S/.1,438.60",Juan Francisco Rojas Leo Julio Durand Carrión Luis Bruno Seminario de Marzi Tomás Unger Golsztyn,1
2201-2006/TDC.INDECOPI,"El artículo 8º de la Ley de Protección al Consumidor2 establece un supuesto deresponsabilidad administrativa objetiva conforme al cual los proveedores sonresponsables por la calidad e idoneidad de los servicios que ofrecen en el mercadoAl respecto, cabe mencionar que la responsabilidad administrativa en laprestación de servicios de transporte es objetiva, por lo que la denunciada sólopodría eximirse de responsabilidad si acreditara que existió un hecho o unaconducta distinta a la suya que determinó que no entregase al denunciante lamencionada encomienda.En la entrega de encomiendas, resulta un riesgo previsible el extravío, deterioro ysustracción de los bienes que las conforman y, ante estos hechos, es el proveedorde los servicios, obligado a trasladar los bienes de manera segura a su destinatariode acuerdo con las condiciones en las que éste se pactó, quien está en mejorposición para tomar medidas razonables destinadas a evitar que se produzcanhechos de esta naturaleza.ha quedado acreditado que el documento presentado a la denunciada erafalsificado y que, en consecuencia, ésta no cumplió con la prestación a su cargo, enla medida que no entregó la encomienda a su verdadero destinatario.La denunciada pudo haber adoptado medidas de seguridad más eficaces paragarantizar la entrega de las encomiendas que tiene bajo su custodia, evitando deesta manera la comisión de posibles fraudes, como consignar el número de DNI deldestinatario del envío en la boleta de venta o guía de remisión emitida, establecer uncódigo secreto de conocimiento sólo del remitente de la encomienda, con la finalidadde corroborar dichos datos al momento de la entrega de la encomienda. Ello porcuanto la denunciada está en mejor posición que el cliente para reducir y prevenirlos riesgos propios de la entrega de paquetes y encomiendas, especialmente siconoce que los robos efectuando la falsificación de documentos de identidad seproducen en el mercado.Las circunstancias descritas ponen en evidencia la existencia de un defecto en laprestación del servicio.",2006,Pérdida de equipaje,Idoneidad del servicio,Empresa Romelí S.A.C. (Romelí),0,DNI No. 07228455,0,"Res. 099-96-TDC DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,0,1 UIT Pago de costas y costos,"S/.6,540",Juan Francisco Rojas Leo Sergio León Martínez Luis Bruno Seminario de Marzi Lorenzo Antonio Zolezzi Ibárcena José Alberto Oscátegui Arteta,1
0013-2007/TDC.INDECOPI,"El artículo 8 del Decreto Legislativo N° 716, establece un supuesto deresponsabilidad objetiva de los proveedores respecto a la idoneidad ycalidad de los productos que ofrecen en el mercado`. En aplicación de estanorma, los proveedores tienen el deber de prestar los productos ofertados enlas condiciones acordadas o en las que resulten previsibles, atendiendo a lanaturaleza del producto y a la normatividad que rige su prestación.la obligación de transportarpasajeros impone además un deber de custodia del equipaje transportadopor la empresa de transporte hasta que le sea entregado al usuario delservicio. la Resolución N° 0603-2002/TDC-INDECOPI haestablecido que el deber de custodia que recae en las empresas detransporte incluye justamente evitar la pérdida, extravío o robo del equipajede los pasajeros. Un consumidor razonable, al contratar unservicio de transporte terrestre, esperaría que su equipaje sea transportadoen forma adecuada, diligente y segura al destino correspondiente, de formatal que le sea devuelto al final del viaje y en las mismas condiciones en quele fue entregado, según el deber de custodia que le asiste.todo consumidor que contrata los servicios de transporteinterprovincial de pasajeros esperaría que su equipaje le sea entregado en ellugar de destino, el mismo que se indica en el boleto de viaje entregado alpasajero. en el presente caso, la empresa envió el equipaje enun vehículo distinto al que viajaba el pasajero, lo que generó que seadeclarado en abandono e incautado por la SUNAT al no haberse presentadoningún pasajero que se identifique como propietario del mismo. A criterio de esta Sala, los hechos materia de denuncia constituyenuna falta de idoneidad en la prestación del servicio.",2007,Pérdida de equipaje,Idoneidad del servicio,Empresa de Transportes El Dorado S.A.C. (El Dorado),0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI Res. 085-96-TDC",Ley No. 27917 Modifica el Texto Unico Ordenado del D. Leg. 716,Ley No. 27444 Ley del Procedimiento Administrativo General,"0,5 UIT Pago de costas y costos",0,Rosa María Graciela Ortiz Origgi Juan Ángel Candela Gómez de La Torre Juan Luis Avendaño Valdez Luis José Diez Canseco Núñez José Luis Fernando Piérola Mellet,1
0067-2007/TDC.INDECOPI,"El artículo 8° del Decreto Legislativo N° 716 establece un supuesto deresponsabilidad administrativa objetiva conforme al cual los proveedores sonresponsables por la calidad e idoneidad de los servicios que ofrecen en elmercado. Ello no impone al proveedor el deber de brindar una determinadacalidad de servicios a los consumidores sino simplemente el deber de prestarlosen las condiciones ofrecidas y acordadas expresa o implícitamente'.En la entrega de encomiendas, resulta un riesgo previsible el extravío, robo,deterioro y sustracción de los bienes que las conforman y ante estos hechos, es elproveedor de los servicios - aquel que se obliga a trasladar los bienes de manerasegura a su destinatario de acuerdo con las condiciones en las que éste se pactó- quien está en mejor posición para tomar medidas razonables destinadas a evitarque se produzcan hechos de esta naturaleza.la denunciada no acreditó qué ocurrió con la encomienda,pues no demostró ni que ésta se encontraba en su poder o que hubiera sidoentregada a su destinatario, o persona distinta al denunciante.",2007,Pérdida de equipaje,Idoneidad del servicio,Expreso Molina Unión E.I.R.L. (Expreso Molina),Boleta de Venta No. 017579,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27917 Modifica el Texto Unico Ordenado del D. Leg. 716,Ley No. 27444 Ley del Procedimiento Administrativo General,"0,3 UIT Pago de costas y costos",0,Rosa María Graciela Ortiz Origgi Juan Ángel Candela Gómez de La Torre Juan Luis Avendaño Valdez Luis José Diez Canseco Núñez José Luis Fernando Piérola Mellet,1
0453-2007/TDC.INDECOPI,"El artículo 8° del Decreto Legislativo N° 716, establece un supuesto deresponsabilidad objetiva de los proveedores respecto a la idoneidad ycalidad de los servicios que ofrecen en el mercado'. En aplicación de estanorma, los proveedores tienen el deber de prestar los servicios ofrecidos enlas condiciones acordadas o en las que resulten previsibles o implícitasatendiendo a la naturaleza del servicio.La responsabilidad objetiva impone al proveedor la obligación de responderfrente al consumidor por la falta de idoneidad de sus servicios aún cuandohaya mantenido una conducta diligente, siempre que la falta de idoneidadsuponga un riesgo propio de los servicios prestados siendo el caso que losproveedores sólo podrán oponer como eximentes situaciones ajenas a sucontrol o que no resulten riesgos típicos del servicio prestado, alegando eneste contexto el caso fortuito, la fuerza mayor o el hecho determinante detercero para acreditar el quebrantamiento de la sucesión ordinaria de causaa efecto entre los mecanismos de control a su cargo y el evento generadordel daño al consumidor.la pérdida del equipaje de un pasajero durante un viaje enautobús constituye un riesgo típico de la actividad realizada por ladenunciada como proveedora del servicio de transporte terrestre, toda vezque la obligación de transportar pasajeros impone, además, un deber decustodia del equipaje transportado hasta que le sea entregado al usuario.  la responsabilidad objetiva en el caso de pérdida de equipaje estáreferida a la previsibilidad del evento generador del daño. Por ello, aúncuando se hayan adoptado las medidas correspondientes con posterioridada la pérdida del equipaje, las empresas de transportes asumen laresponsabilidad por dicha pérdida al constituir un riesgo propio del servicioprestado, esto es, un riesgo vinculado directamente a su objeto.Ello dado que un consumidor razonable, al contratar un servicio detransporte terrestre, esperaría que su equipaje sea transportado en formaadecuada, diligente y segura al destino correspondiente, de forma tal que lesea devuelto al final del viaje y en las mismas condiciones en que fueentregado según el deber de custodia a cargo de la empresa proveedora. la Sala considera que el hecho de quela denunciada haya presentado la denuncia policial correspondiente no laexime de la responsabilidad administrativa que le corresponde, al haberinfringido lo establecido en el artículo 8 del Decreto Legislativo N° 716. ",2007,Pérdida de equipaje,Idoneidad del servicio,Empresa de Transportes y Representaciones Turismo Central S.A.,0,Denuncia policial por hurto,0,0,Ley No. 27917 Modifica el Texto Unico Ordenado del D. Leg. 716,Res. 085-96-TDC Res. 0158-2003/TDC-INDECOPI Ley de Aeronaútica Civil del Perú,"0,5 UIT Pago de costas y costos",US$375.07,Juan Ángel Candela Gómez de La Torre Juan Luis Avendaño Valdez Luis José Diez Canseco Núñez Begoña Venero Aguirre,1
